Name,Debut,Final,Position,Height,Weight,Birthday,School,HOF,Active,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS,Player_ID,Image_URL
Brook Lopez,2009,2025,['Center'],85,282.0,"April 1, 1988",['Stanford'],False,True,1105,15.9,6.1,1.5,49.7,35.2,79.7,53.7,18.5,91.9,201572,https://cdn.nba.com/headshots/nba/latest/1040x760/201572.png
Felipe López,1999,2002,['Guard'],77,199.0,"December 19, 1974","[""St. John's""]",False,False,249,5.8,2.4,1.0,43.2,32.7,65.9,45.1,11.5,3.1,1732,https://cdn.nba.com/headshots/nba/latest/1040x760/1732.png
Raül López,2004,2005,['Guard'],73,170.0,"April 15, 1980",,False,False,113,6.5,1.7,3.8,42.9,34.6,85.3,46.4,12.2,2.1,2221,https://cdn.nba.com/headshots/nba/latest/1040x760/2221.png
Robin Lopez,2009,2024,['Center'],85,281.0,"April 1, 1988",['Stanford'],False,True,992,8.4,4.7,0.8,53.7,29.7,74.3,54.1,15.8,49.6,201577,https://cdn.nba.com/headshots/nba/latest/1040x760/201577.png
Ryan Lorthridge,1995,1995,['Guard'],76,190.0,"July 27, 1972",['Jackson State University'],False,False,37,7.4,1.9,2.7,47.5,21.4,64.8,48.2,12.9,0.4,943,https://cdn.nba.com/headshots/nba/latest/1040x760/943.png
Jim Loscutoff,1956,1964,['Forward'],77,220.0,"February 4, 1930",['Oregon'],False,False,511,6.2,5.6,0.7,34.5,,65.3,,8.3,3.4,77409,https://cdn.nba.com/headshots/nba/latest/1040x760/77409.png
Plummer Lott,1968,1969,"['Forward', 'Guard']",77,210.0,"December 11, 1945",['Seattle University'],False,False,67,2.2,1.8,0.6,29.4,,58.3,,4.1,-1.3,77410,https://cdn.nba.com/headshots/nba/latest/1040x760/77410.png
Kevin Loughery,1963,1973,['Guard'],75,190.0,"March 28, 1940","['Boston College', "" St. John's""]",False,False,755,15.3,3.0,3.7,41.3,,80.3,,13.7,29.8,77411,https://cdn.nba.com/headshots/nba/latest/1040x760/77411.png
Didi Louzada,2021,2022,['Guard'],77,188.0,"February 7, 1999",,False,True,12,3.6,1.7,0.7,32.6,35.5,100.0,44.6,4.2,-0.1,1629712,https://cdn.nba.com/headshots/nba/latest/1040x760/1629712.png
Bob Love,1967,1977,['Forward'],80,215.0,"December 8, 1942",['Southern University and A&M College'],False,False,789,17.6,5.9,1.4,42.9,,80.5,,14.9,50.4,77412,https://cdn.nba.com/headshots/nba/latest/1040x760/77412.png
Kevin Love,2009,2025,"['Forward', 'Center']",80,251.0,"September 7, 1988",['UCLA'],False,True,952,16.2,10.0,2.3,43.8,36.9,82.8,51.0,20.8,94.9,201567,https://cdn.nba.com/headshots/nba/latest/1040x760/201567.png
Stan Love,1972,1975,['Forward'],81,215.0,"April 9, 1949",['Oregon'],False,False,239,6.6,3.9,0.8,44.0,,75.1,44.0,13.2,5.6,77413,https://cdn.nba.com/headshots/nba/latest/1040x760/77413.png
Clyde Lovellette,1954,1964,"['Center', 'Forward']",81,234.0,"September 7, 1929",['Kansas'],True,False,704,17.0,9.5,1.6,44.3,,75.7,,21.7,70.6,77414,https://cdn.nba.com/headshots/nba/latest/1040x760/77414.png
Sidney Lowe,1984,1990,['Guard'],72,195.0,"January 21, 1960",['NC State'],False,False,193,2.9,1.7,3.9,36.7,13.3,76.4,37.0,10.4,3.9,77415,https://cdn.nba.com/headshots/nba/latest/1040x760/77415.png
Charlie Lowery,1972,1972,['Guard'],75,185.0,"November 12, 1949",['University of Puget Sound'],False,False,20,2.3,1.0,0.7,44.7,,61.1,,10.5,0.2,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Kyle Lowry,2007,2025,['Guard'],72,196.0,"March 25, 1986",['Villanova'],False,True,1173,13.9,4.2,6.1,42.3,36.8,81.5,51.2,17.3,112.6,200768,https://cdn.nba.com/headshots/nba/latest/1040x760/200768.png
Jordan Loyd,2019,2019,['Guard'],76,210.0,"July 27, 1993","['Furman University', ' University of Indianapolis']",False,False,12,2.4,0.8,0.5,44.4,50.0,81.8,55.6,16.3,0.2,1628070,https://cdn.nba.com/headshots/nba/latest/1040x760/1628070.png
Al Lucas,1949,1949,"['Forward', 'Guard']",75,195.0,"July 4, 1922",['Fordham'],False,False,2,1.0,,1.0,33.3,,,,,0.0,77417,https://cdn.nba.com/headshots/nba/latest/1040x760/77417.png
Jerry Lucas,1964,1974,"['Forward', 'Center']",80,230.0,"March 30, 1940",['Ohio State'],True,False,829,17.0,15.6,3.3,49.9,,78.3,,18.9,98.4,77418,https://cdn.nba.com/headshots/nba/latest/1040x760/77418.png
John Lucas,1977,1990,['Guard'],75,175.0,"October 31, 1953",['Maryland'],False,False,928,10.7,2.3,7.0,44.9,30.3,77.6,46.3,15.9,53.7,77419,https://cdn.nba.com/headshots/nba/latest/1040x760/77419.png
Kalin Lucas,2015,2019,['Guard'],73,195.0,"May 24, 1989",['Michigan State'],False,False,2,1.0,1.5,0.5,0.0,0.0,100.0,0.0,8.0,0.0,203564,https://cdn.nba.com/headshots/nba/latest/1040x760/203564.png
Maurice Lucas,1975,1988,"['Forward', 'Center']",81,215.0,"February 18, 1952",['Marquette'],False,False,1021,14.6,9.1,2.4,47.1,14.3,76.5,47.2,16.2,69.0,77420,https://cdn.nba.com/headshots/nba/latest/1040x760/77420.png
John Lucas III,2006,2017,['Guard'],71,166.0,"November 21, 1982","['Baylor', ' Oklahoma State']",False,False,242,4.7,1.0,1.5,38.3,34.4,76.8,45.2,11.8,3.4,101249,https://cdn.nba.com/headshots/nba/latest/1040x760/101249.png
Ted Luckenbill,1962,1963,['Forward'],78,205.0,"July 27, 1939",['Houston'],False,False,87,2.3,1.9,0.4,36.7,,60.4,,8.4,0.4,77421,https://cdn.nba.com/headshots/nba/latest/1040x760/77421.png
Tyronn Lue,1999,2009,['Guard'],72,175.0,"May 3, 1977",['Nebraska'],False,False,554,8.5,1.7,3.1,43.7,39.1,82.9,49.4,13.2,19.7,1731,https://cdn.nba.com/headshots/nba/latest/1040x760/1731.png
Jim Luisi,1954,1954,['Guard'],74,180.0,"November 2, 1928",['St. Francis College'],False,False,31,2.9,0.8,1.1,32.6,,65.9,,7.7,0.0,77422,https://cdn.nba.com/headshots/nba/latest/1040x760/77422.png
Al Lujack,1947,1947,['Forward'],75,220.0,"October 5, 1920",['Georgetown'],False,False,5,0.8,,0.0,12.5,,40.0,,,0.0,77423,https://cdn.nba.com/headshots/nba/latest/1040x760/77423.png
Phil Lumpkin,1975,1976,['Guard'],72,165.0,"December 20, 1951",['Miami University'],False,False,82,3.3,1.0,2.7,42.4,,81.2,,10.5,0.7,77424,https://cdn.nba.com/headshots/nba/latest/1040x760/77424.png
Ray Lumpp,1949,1953,['Guard'],73,178.0,"July 11, 1923",['NYU'],False,False,300,8.2,2.2,2.2,36.6,,76.7,,12.7,15.5,77425,https://cdn.nba.com/headshots/nba/latest/1040x760/77425.png
Gabriel Lundberg,2022,2022,['Guard'],76,203.0,"December 4, 1994",,False,False,4,3.3,1.8,2.8,26.3,37.5,,34.2,7.7,0.0,1630994,https://cdn.nba.com/headshots/nba/latest/1040x760/1630994.png
Seth Lundy,2024,2024,"['Guard', 'Forward']",78,220.0,"April 2, 2000",['Penn State'],False,True,9,1.6,0.8,0.0,23.5,23.1,75.0,32.4,0.0,-0.1,1641754,https://cdn.nba.com/headshots/nba/latest/1040x760/1641754.png
Timothé Luwawu-Cabarrot,2017,2022,['Forward'],79,220.0,"May 9, 1995",,False,True,328,5.9,2.0,0.9,39.1,33.5,82.9,48.8,8.6,4.7,1627789,https://cdn.nba.com/headshots/nba/latest/1040x760/1627789.png
Tyler Lydon,2018,2019,['Forward'],82,225.0,"April 9, 1996",['Syracuse'],False,False,26,0.9,0.7,0.2,50.0,40.0,33.3,61.1,9.1,0.2,1628399,https://cdn.nba.com/headshots/nba/latest/1040x760/1628399.png
Trey Lyles,2016,2025,['Forward'],81,234.0,"November 5, 1995",['Kentucky'],False,True,650,7.6,4.3,1.1,44.1,34.7,74.1,52.1,13.4,22.0,1626168,https://cdn.nba.com/headshots/nba/latest/1040x760/1626168.png
R.B. Lynam,1968,1968,['Guard'],73,190.0,,['Oklahoma Baptist University'],False,False,7,2.4,0.7,0.0,29.4,0.0,87.5,29.4,-0.2,0.0,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
George Lynch,1994,2005,['Forward'],80,218.0,"September 3, 1970",['UNC'],False,False,774,6.6,5.0,1.4,44.6,30.6,65.2,46.2,12.8,32.3,248,https://cdn.nba.com/headshots/nba/latest/1040x760/248.png
Kevin Lynch,1992,1993,"['Guard', 'Forward']",77,195.0,"December 24, 1968",['Minnesota'],False,False,95,3.3,1.3,1.1,43.6,33.3,72.6,44.1,7.7,0.4,77426,https://cdn.nba.com/headshots/nba/latest/1040x760/77426.png
Lonnie Lynn,1970,1970,['Forward'],79,215.0,"May 24, 1943","['Upper Iowa University', ' Wilberforce University']",False,False,52,5.0,5.0,0.8,40.7,0.0,48.6,40.7,9.1,0.1,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Mike Lynn,1970,1971,['Forward'],79,215.0,"November 25, 1945",['UCLA'],False,False,49,2.6,1.4,0.6,32.9,,66.7,,4.5,-0.3,77427,https://cdn.nba.com/headshots/nba/latest/1040x760/77427.png
Sheldon Mac,2017,2017,['Guard'],77,200.0,"December 21, 1992","['Texas', ' Miami (FL)']",False,False,30,3.0,1.1,0.5,40.0,23.3,85.2,44.7,10.1,0.5,1627815,https://cdn.nba.com/headshots/nba/latest/1040x760/1627815.png
Todd MacCulloch,2000,2003,['Center'],84,280.0,"January 27, 1976",['Washington'],False,False,223,6.1,4.0,0.5,54.1,,64.2,54.1,16.9,11.9,1928,https://cdn.nba.com/headshots/nba/latest/1040x760/1928.png
Ronnie MacGilvray,1955,1955,['Guard'],74,185.0,"July 20, 1930","[""St. John's""]",False,False,6,1.3,1.5,1.8,16.7,,57.1,,8.1,-0.1,77430,https://cdn.nba.com/headshots/nba/latest/1040x760/77430.png
Don MacLean,1993,2001,['Forward'],82,235.0,"January 16, 1970",['UCLA'],False,False,319,10.9,3.8,1.3,45.5,28.4,76.5,46.5,15.1,9.4,931,https://cdn.nba.com/headshots/nba/latest/1040x760/931.png
Mike Macaluso,1974,1974,['Forward'],77,210.0,"July 20, 1951",['Canisius'],False,False,30,1.6,0.8,0.1,43.2,,58.8,,10.2,0.0,77428,https://cdn.nba.com/headshots/nba/latest/1040x760/77428.png
Ed Macauley,1950,1959,"['Center', 'Forward']",80,185.0,"March 22, 1928",['Saint Louis'],True,False,641,17.5,7.5,3.2,43.6,,76.1,,20.5,100.4,77429,https://cdn.nba.com/headshots/nba/latest/1040x760/77429.png
Scott Machado,2013,2019,['Guard'],73,205.0,"June 8, 1990",['Iona College'],False,False,10,1.8,0.1,0.9,58.3,50.0,100.0,62.5,13.7,0.0,203159,https://cdn.nba.com/headshots/nba/latest/1040x760/203159.png
Arvydas Macijauskas,2006,2006,['Guard'],76,214.0,"January 19, 1980",,False,False,19,2.3,0.5,0.3,34.1,25.0,86.7,37.8,8.3,0.0,101178,https://cdn.nba.com/headshots/nba/latest/1040x760/101178.png
Ollie Mack,1980,1982,['Guard'],75,185.0,"June 6, 1957",['East Carolina University'],False,False,128,7.2,2.5,1.8,45.8,0.0,67.4,45.8,12.0,2.5,77432,https://cdn.nba.com/headshots/nba/latest/1040x760/77432.png
Sam Mack,1993,2002,"['Forward', 'Guard']",79,220.0,"May 26, 1970","['Iowa State', ' Tyler Junior College', ' Houston']",False,False,259,7.8,2.1,1.3,40.0,37.4,83.1,49.3,12.2,7.4,694,https://cdn.nba.com/headshots/nba/latest/1040x760/694.png
Shelvin Mack,2012,2019,['Guard'],75,203.0,"April 22, 1990",['Butler'],False,False,456,6.6,2.0,3.1,42.3,33.0,73.1,47.8,12.3,10.3,202714,https://cdn.nba.com/headshots/nba/latest/1040x760/202714.png
Malcolm Mackey,1994,1994,"['Forward', 'Center']",81,248.0,"July 11, 1970",['Georgia Tech'],False,False,22,1.5,1.1,0.0,37.8,0.0,50.0,37.8,12.6,0.1,1635,https://cdn.nba.com/headshots/nba/latest/1040x760/1635.png
Rudy Macklin,1982,1984,"['Forward', 'Guard']",79,205.0,"February 19, 1958",['LSU'],False,False,160,6.4,2.9,0.8,44.9,0.0,77.6,44.9,10.0,3.2,77435,https://cdn.nba.com/headshots/nba/latest/1040x760/77435.png
Vernon Macklin,2012,2012,['Forward'],82,227.0,"September 20, 1986","['Georgetown', ' Florida']",False,False,23,2.0,1.5,0.2,54.3,,57.1,54.3,18.2,0.5,202731,https://cdn.nba.com/headshots/nba/latest/1040x760/202731.png
Johnny Macknowski,1950,1951,"['Guard', 'Forward']",72,180.0,"January 7, 1923",['Seton Hall'],False,False,117,7.0,1.9,1.1,31.7,,72.7,,,2.7,77436,https://cdn.nba.com/headshots/nba/latest/1040x760/77436.png
Daryl Macon,2019,2020,['Guard'],74,185.0,"November 29, 1995",['Arkansas'],False,False,12,2.7,1.0,0.7,36.7,46.2,57.1,46.7,4.3,-0.1,1629133,https://cdn.nba.com/headshots/nba/latest/1040x760/1629133.png
Mark Macon,1992,1999,['Guard'],77,185.0,"April 14, 1969",['Temple'],False,False,251,6.7,1.9,1.7,38.4,27.0,73.5,39.4,8.9,0.1,1855,https://cdn.nba.com/headshots/nba/latest/1040x760/1855.png
J.P. Macura,2019,2020,['Guard'],77,203.0,"June 5, 1995",['Xavier'],False,False,3,2.0,1.0,0.7,33.3,0.0,,33.3,5.4,0.0,1629122,https://cdn.nba.com/headshots/nba/latest/1040x760/1629122.png
Kyle Macy,1981,1987,['Guard'],75,175.0,"April 9, 1957","['Purdue', ' Kentucky']",False,False,551,9.5,2.2,4.0,50.1,33.7,87.3,52.3,14.0,36.0,77438,https://cdn.nba.com/headshots/nba/latest/1040x760/77438.png
Jack Maddox,1949,1949,"['Forward', 'Guard']",75,185.0,"December 10, 1919","['SMU', ' West Texas A&M University']",False,False,1,0.0,,1.0,,,,,,0.0,77439,https://cdn.nba.com/headshots/nba/latest/1040x760/77439.png
Tito Maddox,2003,2003,['Guard'],76,190.0,"June 7, 1981",['Fresno State'],False,False,9,1.2,0.8,0.6,25.0,0.0,62.5,25.0,11.2,0.0,2432,https://cdn.nba.com/headshots/nba/latest/1040x760/2432.png
Gerald Madkins,1994,1998,['Guard'],76,200.0,"April 18, 1969",['UCLA'],False,False,48,1.7,0.5,1.4,36.6,37.5,76.2,45.1,8.7,0.3,1666,https://cdn.nba.com/headshots/nba/latest/1040x760/1666.png
Mark Madsen,2001,2009,"['Forward', 'Center']",81,240.0,"January 28, 1976",['Stanford'],False,False,453,2.2,2.6,0.4,45.7,6.3,52.7,45.7,8.1,8.2,2058,https://cdn.nba.com/headshots/nba/latest/1040x760/2058.png
Norm Mager,1951,1951,['Forward'],77,185.0,"March 23, 1926",['City College of New York'],False,False,24,5.2,2.0,1.0,28.2,,78.6,,,0.0,77441,https://cdn.nba.com/headshots/nba/latest/1040x760/77441.png
Josh Magette,2018,2020,['Guard'],73,160.0,"November 28, 1989",['Alabama-Huntsville'],False,False,26,2.2,1.0,2.4,32.8,34.6,90.0,40.2,10.9,0.3,203705,https://cdn.nba.com/headshots/nba/latest/1040x760/203705.png
Corey Maggette,2000,2013,['Forward'],78,218.0,"November 12, 1979",['Duke'],False,False,827,16.0,4.9,2.1,45.3,32.4,82.2,47.9,17.9,62.2,1894,https://cdn.nba.com/headshots/nba/latest/1040x760/1894.png
Dave Magley,1983,1983,['Forward'],80,202.0,"November 24, 1959",['Kansas'],False,False,14,0.9,0.7,0.1,25.0,0.0,50.0,25.0,3.9,-0.1,77442,https://cdn.nba.com/headshots/nba/latest/1040x760/77442.png
Jamaal Magloire,2001,2012,['Center'],83,259.0,"May 21, 1978",['Kentucky'],False,False,680,7.2,6.5,0.6,48.0,0.0,63.9,48.0,13.5,27.7,2048,https://cdn.nba.com/headshots/nba/latest/1040x760/2048.png
Will Magnay,2021,2021,['Center'],82,234.0,"June 10, 1998",['Tulsa'],False,False,1,0.0,0.0,0.0,0.0,0.0,,0.0,-35.1,0.0,1630266,https://cdn.nba.com/headshots/nba/latest/1040x760/1630266.png
Randy Mahaffey,1968,1971,['Forward'],79,210.0,"September 28, 1945",['Clemson'],False,False,321,11.9,8.0,1.6,44.5,0.0,68.4,44.5,12.3,16.7,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Ian Mahinmi,2008,2020,['Center'],83,262.0,"November 5, 1986",,False,False,618,5.2,4.4,0.6,53.3,16.0,61.2,53.5,13.0,26.1,101133,https://cdn.nba.com/headshots/nba/latest/1040x760/101133.png
John Mahnken,1947,1953,['Center'],80,220.0,"June 16, 1922",['Georgetown'],False,False,414,5.8,2.9,1.3,27.2,,65.0,,10.1,1.2,77443,https://cdn.nba.com/headshots/nba/latest/1040x760/77443.png
Brian Mahoney,1973,1973,['Guard'],75,175.0,"December 17, 1948",['Manhattan University'],False,False,19,3.1,0.7,0.6,29.8,0.0,60.0,29.8,0.3,-0.4,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Mo Mahoney,1953,1954,['Forward'],74,205.0,"November 20, 1927",['Brown University'],False,False,8,1.5,1.1,0.3,33.3,,80.0,,9.5,0.0,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Rick Mahorn,1981,1999,"['Center', 'Forward']",82,240.0,"September 21, 1958",['Hampton'],False,False,1117,6.9,6.2,1.0,49.3,13.2,70.4,49.3,11.6,51.7,328,https://cdn.nba.com/headshots/nba/latest/1040x760/328.png
Dan Majerle,1989,2002,"['Guard', 'Forward']",78,215.0,"September 9, 1965",['Central Michigan University'],False,False,955,11.4,4.5,2.9,43.1,35.8,74.1,50.5,13.8,78.5,105,https://cdn.nba.com/headshots/nba/latest/1040x760/105.png
Renaldo Major,2007,2007,['Forward'],79,200.0,"May 7, 1982","['South Plains College', ' Fresno State']",False,False,1,5.0,2.0,0.0,20.0,,50.0,20.0,-3.7,-0.1,200970,https://cdn.nba.com/headshots/nba/latest/1040x760/200970.png
Thon Maker,2017,2021,"['Forward', 'Center']",84,221.0,"February 25, 1997",,False,False,263,4.6,2.8,0.6,43.5,32.7,68.0,50.2,12.0,6.6,1627748,https://cdn.nba.com/headshots/nba/latest/1040x760/1627748.png
Lionel Malamed,1949,1949,['Guard'],69,150.0,"November 15, 1924",['City College of New York'],False,False,44,5.9,,1.4,33.4,,83.1,,,1.7,77447,https://cdn.nba.com/headshots/nba/latest/1040x760/77447.png
Théo Maledon,2021,2024,['Guard'],76,175.0,"June 12, 2001",,False,True,177,7.8,2.8,2.9,37.2,31.0,79.3,44.5,9.2,-0.2,1630177,https://cdn.nba.com/headshots/nba/latest/1040x760/1630177.png
Jeff Malone,1984,1996,['Guard'],76,205.0,"June 28, 1961",['Mississippi State'],False,False,905,19.0,2.6,2.4,48.4,26.8,87.1,48.7,15.2,54.2,117,https://cdn.nba.com/headshots/nba/latest/1040x760/117.png
Karl Malone,1986,2004,['Forward'],81,250.0,"July 24, 1963",['Louisiana Tech'],True,False,1476,25.0,10.1,3.6,51.6,27.4,74.2,51.8,23.9,234.6,252,https://cdn.nba.com/headshots/nba/latest/1040x760/252.png
Moses Malone,1975,1995,"['Center', 'Forward']",82,215.0,"March 23, 1955",,True,False,1455,20.3,12.3,1.3,49.5,9.6,76.0,49.5,22.0,179.1,77449,https://cdn.nba.com/headshots/nba/latest/1040x760/77449.png
Matt Maloney,1997,2003,['Guard'],75,192.0,"December 6, 1971","['Vanderbilt', ' Penn']",False,False,295,7.4,1.7,2.9,40.8,37.2,79.7,51.2,10.6,9.5,1074,https://cdn.nba.com/headshots/nba/latest/1040x760/1074.png
Steve Malovic,1980,1980,['Forward'],82,230.0,"July 21, 1956","['USC', ' San Diego State']",False,False,39,2.1,2.2,0.7,46.3,,66.7,46.3,7.2,0.3,77450,https://cdn.nba.com/headshots/nba/latest/1040x760/77450.png
Mike Maloy,1971,1973,['Forward'],79,215.0,"May 10, 1949",['Davidson'],False,False,71,6.2,3.8,0.7,42.4,0.0,70.2,42.4,12.8,0.9,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Sandro Mamukelashvili,2022,2025,"['Center', 'Forward']",83,240.0,"May 23, 1999",['Seton Hall'],False,True,191,5.2,3.1,0.9,47.1,34.8,73.1,55.5,16.1,5.2,1630572,https://cdn.nba.com/headshots/nba/latest/1040x760/1630572.png
Ted Manakas,1974,1974,['Guard'],74,180.0,"February 22, 1951",['Princeton'],False,False,5,2.4,0.6,0.4,40.0,,100.0,,7.2,0.0,77451,https://cdn.nba.com/headshots/nba/latest/1040x760/77451.png
John Mandic,1949,1950,"['Forward', 'Center']",76,205.0,"October 3, 1919",['Oregon State'],False,False,81,4.1,,1.1,31.6,,66.0,,,2.4,77452,https://cdn.nba.com/headshots/nba/latest/1040x760/77452.png
Karim Mané,2021,2021,['Guard'],75,190.0,"May 16, 2000",['Vanier College'],False,True,10,1.1,1.4,0.4,23.1,50.0,80.0,26.9,1.3,-0.1,1630211,https://cdn.nba.com/headshots/nba/latest/1040x760/1630211.png
Frank Mangiapane,1947,1947,['Guard'],70,195.0,"August 5, 1925",['NYU'],False,False,6,0.8,,0.0,15.4,,33.3,,,-0.1,77453,https://cdn.nba.com/headshots/nba/latest/1040x760/77453.png
Terance Mann,2020,2025,"['Guard', 'Forward']",77,215.0,"October 18, 1996",['Florida State'],False,True,412,8.1,3.5,1.9,50.2,37.2,78.1,56.7,12.8,21.5,1629611,https://cdn.nba.com/headshots/nba/latest/1040x760/1629611.png
Tre Mann,2022,2025,['Guard'],75,178.0,"February 3, 2001",['Florida'],False,True,181,9.4,2.8,2.3,41.1,35.0,78.8,49.0,11.3,1.9,1630544,https://cdn.nba.com/headshots/nba/latest/1040x760/1630544.png
Danny Manning,1989,2003,"['Forward', 'Center']",82,230.0,"May 17, 1966",['Kansas'],False,False,883,14.0,5.2,2.3,51.1,20.6,72.9,51.3,16.9,55.1,330,https://cdn.nba.com/headshots/nba/latest/1040x760/330.png
Ed Manning,1968,1976,['Forward'],79,210.0,"January 2, 1944",['Jackson State University'],False,False,604,5.9,4.5,0.8,44.8,12.5,76.4,44.8,10.8,14.6,77454,https://cdn.nba.com/headshots/nba/latest/1040x760/77454.png
Guy Manning,1968,1969,['Forward'],78,195.0,"February 4, 1944",['Prairie View A&M University'],False,False,73,8.3,4.8,0.5,39.0,25.0,57.6,39.2,14.0,0.9,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Rich Manning,1996,1997,['Center'],83,253.0,"June 23, 1970","['Syracuse', ' Washington']",False,False,55,3.3,1.7,0.2,41.5,40.0,64.3,42.1,8.1,-0.3,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Nico Mannion,2021,2021,['Guard'],74,190.0,"March 14, 2001",['Arizona'],False,True,30,4.1,1.5,2.3,34.2,36.7,82.1,43.9,9.3,0.2,1630185,https://cdn.nba.com/headshots/nba/latest/1040x760/1630185.png
Pace Mannion,1984,1989,['Guard'],79,190.0,"September 22, 1960",['Utah'],False,False,216,3.1,1.2,1.1,41.3,20.3,66.3,42.5,9.4,1.7,77456,https://cdn.nba.com/headshots/nba/latest/1040x760/77456.png
Nick Mantis,1960,1963,['Guard'],75,190.0,"December 7, 1935",['Northwestern'],False,False,52,4.5,1.8,1.8,36.7,,54.9,,7.3,-0.8,77457,https://cdn.nba.com/headshots/nba/latest/1040x760/77457.png
Pete Maravich,1971,1980,['Guard'],77,197.0,"June 22, 1947",['LSU'],True,False,658,24.2,4.2,5.4,44.1,66.7,82.0,44.1,18.4,46.7,77459,https://cdn.nba.com/headshots/nba/latest/1040x760/77459.png
Press Maravich,1947,1947,['Guard'],72,185.0,"August 29, 1915",['Davis & Elkins College'],False,False,51,4.6,,0.1,27.2,,51.7,,,-0.7,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Devyn Marble,2015,2016,"['Guard', 'Forward']",78,200.0,"September 21, 1992",['Iowa'],False,False,44,2.2,1.6,0.7,30.4,22.2,37.5,35.7,5.5,-0.3,203906,https://cdn.nba.com/headshots/nba/latest/1040x760/203906.png
Roy Marble,1990,1994,"['Guard', 'Forward']",78,190.0,"December 13, 1966",['Iowa'],False,False,29,1.9,1.1,0.4,25.7,0.0,59.4,25.7,4.0,-0.5,77460,https://cdn.nba.com/headshots/nba/latest/1040x760/77460.png
Stephon Marbury,1997,2009,['Guard'],74,180.0,"February 20, 1977",['Georgia Tech'],False,False,846,19.3,3.0,7.6,43.3,32.5,78.4,47.0,18.7,77.5,950,https://cdn.nba.com/headshots/nba/latest/1040x760/950.png
Šarūnas Marčiulionis,1990,1997,['Guard'],77,200.0,"June 13, 1964",,True,False,363,12.8,2.3,2.2,50.5,36.9,76.8,52.6,16.7,20.0,36,https://cdn.nba.com/headshots/nba/latest/1040x760/36.png
Saul Mariaschin,1948,1948,['Guard'],71,165.0,"September 1, 1924",['Harvard University'],False,False,43,7.7,,1.4,27.0,,70.9,,,1.1,77462,https://cdn.nba.com/headshots/nba/latest/1040x760/77462.png
Jack Marin,1967,1977,"['Forward', 'Guard']",79,200.0,"October 12, 1944",['Duke'],False,False,849,14.8,5.2,2.1,46.5,,84.3,,15.2,59.3,77463,https://cdn.nba.com/headshots/nba/latest/1040x760/77463.png
Shawn Marion,2000,2015,['Forward'],79,220.0,"May 7, 1978","['Vincennes University', ' UNLV']",False,False,1163,15.2,8.7,1.9,48.4,33.1,81.0,51.0,18.8,124.9,1890,https://cdn.nba.com/headshots/nba/latest/1040x760/1890.png
Boban Marjanović,2016,2024,['Center'],88,290.0,"August 15, 1988",,False,True,331,5.5,3.6,0.5,57.8,23.8,76.2,58.2,25.3,13.3,1626246,https://cdn.nba.com/headshots/nba/latest/1040x760/1626246.png
Lauri Markkanen,2018,2025,"['Forward', 'Center']",84,240.0,"May 22, 1997",['Arizona'],False,True,450,18.2,7.1,1.5,45.5,37.1,86.7,54.7,17.3,33.1,1628374,https://cdn.nba.com/headshots/nba/latest/1040x760/1628374.png
Damir Markota,2007,2007,['Center'],82,225.0,"December 26, 1985",,False,False,30,1.7,1.0,0.2,36.5,37.5,63.6,42.3,5.0,-0.2,200806,https://cdn.nba.com/headshots/nba/latest/1040x760/200806.png
Sean Marks,1999,2011,"['Forward', 'Center']",82,250.0,"August 23, 1975",['California'],False,False,230,2.8,2.2,0.2,44.8,20.0,66.5,45.2,9.1,2.6,1752,https://cdn.nba.com/headshots/nba/latest/1040x760/1752.png
Harvey Marlatt,1971,1973,['Guard'],75,185.0,"August 26, 1948",['Eastern Michigan'],False,False,61,3.7,1.4,1.5,37.3,,85.0,,8.8,-0.1,77464,https://cdn.nba.com/headshots/nba/latest/1040x760/77464.png
Jim Marsh,1972,1972,['Forward'],79,215.0,"April 26, 1946",['USC'],False,False,39,3.1,2.2,0.8,33.3,,69.5,,8.6,-0.3,77466,https://cdn.nba.com/headshots/nba/latest/1040x760/77466.png
Ricky Marsh,1978,1978,['Guard'],75,200.0,"March 10, 1954",['Manhattan University'],False,False,60,4.5,1.3,1.5,42.6,,69.7,,8.4,0.5,0,https://cdn.nba.com/headshots/nba/latest/1040x760/0.png
Donny Marshall,1996,2003,['Forward'],79,230.0,"July 17, 1972",['UConn'],False,False,119,2.5,1.0,0.3,32.1,33.6,68.1,39.9,8.7,0.9,681,https://cdn.nba.com/headshots/nba/latest/1040x760/681.png
Donyell Marshall,1995,2009,['Forward'],81,218.0,"May 18, 1973",['UConn'],False,False,957,11.2,6.7,1.4,43.5,35.0,73.1,48.3,16.8,59.0,923,https://cdn.nba.com/headshots/nba/latest/1040x760/923.png
